x,y,z
1.00751369,-2.054046899,230
-0.684629826,0.951350106,231
0.790625599,-3.607059071,232
-1.970103818,2.869355217,233
0.892597338,0.126224411,234
-1.211171929,1.141888288,235
0.730764119,-1.272048417,236
0.014273068,0.978897838,237
-0.953939419,0.652956171,238
-0.407036313,0.998783101,239
0.686318457,-0.434721376,240
0.105894453,-0.199289584,241
0.58441298,1.699577095,242
1.976440585,-5.621480428,243
-1.564241612,4.187211753,244
1.617212575,-3.407226887,245
0.104355938,0.56320828,246
-0.898784048,2.238875248,247
-1.330313626,1.927471054,248
-0.189120391,0.607237174,249
0.921650112,-3.701201675,250
-0.12754912,0.858345741,251
1.51115493,-2.724151395,252
-1.45117569,3.541011549,253
-0.012088948,1.082296221,254
-1.252393444,2.872406729,255
0.363631883,-0.579174345,256
0.88688739,-2.654843117,257
-0.420761794,0.129302824,258
-2.604213857,6.395162333,259
0.198948147,1.038439112,260
0.436738552,-1.11158754,261
0.404294755,-0.762586763,262
1.235782192,-3.376178759,263
-1.07105368,3.314864205,264
0.680216105,-0.695015387,265
1.192507512,-0.443797588,266
-1.778587584,2.678852091,267
0.319651826,-1.017311551,268
-0.504179831,1.239805585,269
-0.081522673,0.809534884,270
0.347676484,-0.911020605,271
-0.487228564,0.101496038,272
-0.675708079,2.232823687,273
0.034152417,0.652830528,274
-1.087245939,1.258217777,275
-1.085825129,3.527093059,276
0.679373283,-0.188547857,277
-1.148794035,2.431884568,278
0.666312501,-1.253027139,279
0.462591293,-0.371124815,280
-1.725806729,2.589910387,281
-0.677564652,1.385160784,282
1.194109403,-4.540602351,283
-0.981165531,2.838786708,284
-0.464404262,-0.632684698,285
0.462060893,0.579298042,286
0.783390509,-1.896901113,287
-0.251538886,0.29141079,288
-0.597510195,0.567286483,289
1.422369862,-3.132778597,290
1.738899664,-2.059267982,291
0.978858051,-4.445524758,292
0.085318143,1.106329101,293
-0.808265722,1.954554924,294
-0.830444407,0.453867165,295
0.522514105,-2.120340604,296
0.418398221,0.839596585,297
1.401598593,-3.748704066,298
0.650450093,-2.454250696,299
-1.503080302,4.143475146,300
1.051947618,-1.765342359,301
-0.998060627,1.058195678,302
-0.383971272,0.984567519,303
0.250200206,-1.526153096,304
1.99566749,-2.890513581,305
3.109918556,-5.158466147,306
0.606723059,-0.681439919,307
-0.183196619,0.728054299,308
0.534505648,0.692176828,309
0.887655426,-1.775624524,310
-0.320667626,-0.540538874,311
1.795211356,-3.140948799,312
0.230070759,1.625905531,313
0.497743089,-2.010245671,314
0.665924252,-1.693311271,315
0.421586611,-0.426727183,316
0.8389405,-1.73178585,317
-0.617253187,0.252202793,318
-0.558301754,2.238461364,319
-1.100154233,4.520349188,320
0.439501231,-0.682871002,321
0.778936504,-2.461941297,322
0.457772866,-2.464506257,323
1.674492433,-3.091008885,324
-0.005596019,1.115069381,325
0.668741656,-0.862315565,326
-1.091700876,2.180997911,327
-0.387099702,0.184927753,328
0.695537758,-2.483239148,329
0.849102111,-0.863452895,330
-0.293966948,1.501705517,331
-0.071599252,-1.402531283,332
-1.517873747,4.625586472,333
-0.357029201,1.288129623,334
0.890383164,-0.381171682,335
0.575205016,-2.492537781,336
0.500665721,-2.367155598,337
0.049773687,-0.248516684,338
0.007063159,0.48865811,339
-0.660321139,3.117003102,340
0.69882842,-0.691577927,341
0.420972944,-1.084627166,342
0.492018848,-2.010406904,343
-0.526034843,2.282070258,344
-2.15334292,3.341980414,345
1.097152712,-0.565836869,346
-0.478837456,0.673290262,347
-0.862775764,3.316133601,348
0.693478912,-0.708026534,349
-0.39201264,0.64702979,350
1.059936384,-2.63926914,351
0.61700595,-1.574919776,352
0.683569323,-0.938821954,353
-1.365955711,2.809067919,354
1.211943985,-3.017699379,355
0.261250531,-0.688132473,356
-0.369277139,0.817131308,357
0.143388467,-2.415511029,358
-1.776235233,4.010638581,359
0.408652811,-1.797026848,360
-1.029371508,0.905410613,361
-1.352670286,1.017996225,362
-1.522359186,1.250825875,363
1.112688375,-3.580824253,364
-0.629263394,0.54950583,365
1.53372771,-1.114196282,366
-0.535801463,0.54572325,367
-1.707357958,3.592466021,368
-1.11652444,2.633530266,369
1.23581162,-2.340558054,370
-0.155898178,0.234352895,371
-0.548287296,-0.098719171,372
0.160018226,1.130891097,373
0.501782736,0.803631171,374
1.117398816,-3.917456326,375
1.44849923,-3.921027051,376
-0.359768646,0.439726949,377
-1.326047686,1.687557577,378
-0.413465161,1.332895876,379
0.260280507,-1.248833216,380
-0.963758926,4.09257392,381
-0.957150915,3.104850424,382
0.343787882,-0.475001732,383
-0.048652352,1.124290966,384
0.032796995,1.040306434,385
-0.758495335,0.953043181,386
-0.230400714,-0.355415816,387
-0.924233144,1.926609352,388
0.890198411,-0.918760698,389
1.035249335,-1.931438271,390
-1.846187862,2.115379242,391
-0.92951086,1.056197276,392
-1.496529255,2.919085647,393
-0.650023934,1.224382264,394
-0.08343797,2.139418116,395
-1.44964522,1.513302497,396
-0.921859813,2.349308868,397
-1.003957372,3.497027852,398
0.207267329,1.856915087,399
0.069344337,-0.543086097,400
-0.721737553,1.934904559,401
0.176820872,0.216118613,402
-0.546680085,1.288841901,403
-0.27165511,0.444465019,404
1.67345209,-2.910928791,405
1.340461052,-5.213168189,406
-1.299581237,3.281231964,407
0.829732418,-1.533286932,408
0.811396554,-1.845268006,409
-1.148263289,4.343388773,410
0.818777644,-2.312489306,411
1.537931918,-3.478939826,412
-1.122544806,4.236642915,413
-0.917502821,1.002944337,414
1.017661467,-2.585438217,415
0.271495311,-0.690016045,416
0.551476275,-0.262218068,417
0.340589216,-0.473375925,418
0.390695921,-2.074017189,419
-1.326472128,2.120775693,420
1.047317707,-2.701989846,421
1.169589992,-2.41640103,422
-0.229390744,0.884625147,423
-0.04347695,0.505159656,424
-1.531107503,1.286203251,425
0.514254756,0.035431476,426
0.572057442,-0.891546037,427
-0.062191017,1.508914082,428
1.12435336,-1.804508392,429
-0.334077231,1.76947742,430
0.564605926,-0.66266654,431
-1.019664339,3.385554434,432
-0.023552151,0.569354938,433
-0.174354258,0.250793269,434
0.225307922,1.821818876,435
-0.369526929,1.62809098,436
-0.131472596,0.836689612,437
0.826047171,-2.928398759,438
-0.436764237,-0.414779143,439
-1.606577101,3.505869684,440
1.749583904,-3.353646611,441
1.381454079,-3.377030722,442
-1.292262695,2.72550809,443
0.689707805,0.209211318,444
-0.502974771,1.701352016,445
0.263487215,-1.66798294,446
0.294224129,-0.699957085,447
-0.2344078,-0.33615088,448
-0.783765666,1.179831415,449
-0.690541052,0.967466439,450
-0.916191915,1.354738248,451
-0.831822208,0.408509044,452
-0.06717829,0.006701899,453
-0.715759989,0.870912341,454
0.682052066,-4.293552821,455
1.487246155,-0.921520286,456
-0.580053241,2.248876137,457
0.239404501,-0.855109726,458
0.49968511,-0.980551171,459
0.472002271,-2.115658889,460
0.075955268,1.543812342,461
0.742682418,0.411923858,462
0.482248953,-0.807804177,463
-1.237662422,3.498855489,464
0.869156064,-1.56302535,465
0.887290837,-3.111307113,466
-0.763286104,1.114748839,467
0.037937835,0.056052296,468
0.683328993,-1.821205704,469
-0.20931382,0.199974362,470
1.072978048,-2.237355653,471
2.363872495,-4.808623487,472
-0.785986033,1.624230556,473
-1.381044603,1.70148414,474
0.303818596,-1.32465334,475
0.721562505,-2.727709276,476
-0.230866374,1.439548297,477
1.453260663,-5.012168268,478
-1.3386058,3.830801943,479
0.692918623,0.000512151,480
-0.605860821,0.909541055,481
1.719377906,-6.0418929,482
1.992515353,-4.346341268,483
-0.766656588,1.469129014,484
-0.549557136,0.088516052,485
0.859587887,-2.234394168,486
-0.38713065,2.304456498,487
-0.045411218,0.755749598,488
0.025388421,-0.975340955,489
-1.919673156,2.241747143,490
-0.013837746,-0.299341825,491
-0.689727774,1.165998769,492
-0.493122822,1.482444832,493
1.443632003,-3.42258072,494
-1.256506894,3.024513364,495
0.813205187,0.308743667,496
-0.27896293,1.373426883,497
-0.279760168,0.51143183,498
0.790371896,-1.763894263,499
0.340051295,-1.036775723,500
0.570612997,0.039414918,501
0.968184661,-2.563682767,502
-0.331308383,0.707839475,503
-0.612236735,1.275671371,504
-1.085150527,1.66851686,505
-0.82541053,0.278355512,506
2.949094425,-5.575214347,507
1.244679581,-2.550363133,508
-1.351074366,3.202389202,509
-1.322457957,2.111315607,510
0.481866062,0.257089175,511
0.547264797,-1.971303376,512
0.548883835,0.614272613,513
-0.254955794,-1.237724923,514
-0.12545426,0.685678585,515
0.327879524,-0.180328366,516
0.085893006,-0.967343081,517
-2.219300373,4.862994683,518
-0.229799631,1.739117931,519
-0.851406434,-0.514005971,520
0.175211419,0.15232197,521
2.985259003,-8.463788826,522
0.367481665,-1.700628134,523
-0.313529686,2.256225737,524
0.921801502,-2.425385037,525
0.482687887,-2.139255739,526
0.42009449,-1.03812671,527
0.606850593,0.854205152,528
2.056543565,-5.944769377,529
-1.130888435,1.210466959,530
0.473632077,0.55016753,531
-0.92638113,3.710464604,532
0.555512646,-1.214456517,533
-0.918686511,0.59832032,534
-0.417366814,2.930577129,535
-0.295089914,2.18462222,536
0.975816719,-1.272686451,537
0.918454444,-2.649311237,538
-1.245717376,2.442405412,539
0.054934111,-0.270228303,540
-0.709579855,1.750011014,541
-1.258504911,3.968011259,542
-0.21701705,1.313451142,543
-0.308482788,-0.4604105,544
2.426716486,-3.476936523,545
0.432959825,-0.552787511,546
-1.377617501,3.442300797,547
-0.564774004,2.596088868,548
1.021383295,-3.15434684,549
2.088442773,-4.212711124,550
-1.585983312,2.640512073,551
-1.879924385,2.191989345,552
1.870965175,-3.395220373,553
0.389614177,1.732328197,554
-0.868292732,-0.103492281,555
0.534629086,-1.101538783,556
-2.635747739,5.912038413,557
0.003375507,0.116327188,558
0.327821173,-0.768770398,559
0.92427014,-3.147756643,560
-1.013895952,2.260578648,561
0.085687161,-0.9281383,562
-0.925424626,-0.339072453,563
0.255383756,0.683824709,564
-0.895346322,2.749078465,565
-0.408100839,0.867862655,566
-0.995815395,2.220705478,567
0.651136242,-0.227954471,568
0.858451117,-1.492562577,569
-0.23462057,1.373258695,570
0.038237995,-0.373958191,571
-1.448591415,4.209166568,572
-0.299676648,0.920139022,573
-0.050204617,0.294461178,574
2.620793091,-6.511647271,575
-1.111967026,2.510889906,576
1.464177239,-3.760309395,577
0.996858773,-2.632000273,578
0.280636404,-1.376648437,579
1.758620484,-4.5834759,580
0.372105473,1.380560458,581
0.389159196,0.553020671,582
-0.053120653,2.026608808,583
1.223568882,-3.670032784,584
1.096469234,-2.121684718,585
-0.625677287,-0.04215305,586
-1.319247195,1.942799512,587
-0.202980637,-0.512165709,588
-0.800038564,2.839661135,589
-0.063524575,-0.269180529,590
1.237438135,-1.406496936,591
-0.457301655,1.5187242,592
-0.042823381,2.389285515,593
0.058022735,-1.595489693,594
0.848430882,-0.437628525,595
-2.246889334,5.640219538,596
-0.606700295,0.240021752,597
0.211283692,0.584565952,598
1.200078956,-2.06401295,599
-0.491902448,0.756328635,600
-1.876552706,2.929169925,601
0.619711446,-1.958532343,602
-0.635362389,3.320536873,603
-1.189666659,2.380016137,604
-0.62434539,2.030820781,605
-0.184525358,-0.421848666,606
-0.604744665,0.429636383,607
-2.205566057,5.493116923,608
0.897066197,-3.143708605,609
1.274875041,-2.96496385,610
0.651521991,-1.269016572,611
-1.13768567,2.386743943,612
-0.201491534,0.223889783,613
-0.006521315,0.408862412,614
0.59879439,-0.504733023,615
0.668340489,-0.602043432,616
-0.734173799,0.482543789,617
0.081995556,-0.448146211,618
0.457280405,0.280202053,619
1.455822322,-2.016997457,620
0.70450654,-2.781872531,621
0.789056687,-1.226633474,622
0.083826628,-2.145878505,623
1.410459145,-2.773983388,624
0.409762796,1.078241425,625
-0.86108791,0.774283103,626
1.40336997,-3.641062986,627
0.697903273,-0.631776764,628
-0.443044021,-0.656713473,629
-0.479492967,0.326230905,630
0.296575545,0.003290047,631
0.463184795,-1.560655438,632
0.197292266,-0.630554518,633
0.311308673,0.121568363,634
1.699957375,-2.978368666,635
1.071543152,-1.876267908,636
0.190635591,-0.720393462,637
0.941310581,-1.512560046,638
-1.032523904,1.941315127,639
0.39792705,-0.33804849,640
1.80930635,-4.115544725,641
-0.218045895,0.253522816,642
-0.847633929,0.705310065,643
-0.652088889,1.269170167,644
-1.089633037,1.368265211,645
-0.784761908,0.455477366,646
-0.370508099,0.999677345,647
-1.405567019,3.023873814,648
0.015618334,0.751637067,649
0.902277174,-2.235679917,650
-0.90775618,2.223565207,651
1.519283924,-2.487770275,652
0.510792089,-0.576810369,653
1.030580586,-2.886814854,654
-0.657834554,1.46503259,655
0.854525227,-1.344910158,656
-1.0919339,2.191046268,657
0.890247501,-3.86697266,658
0.17183934,-0.183189056,659
0.55325122,1.106028599,660
-1.175594606,1.991149942,661
-0.895069842,1.062062587,662
0.597228218,-0.821107877,663
-0.948348004,2.209074219,664
0.463206292,0.266322581,665
-1.367137806,1.476407457,666
0.848174213,-0.964968173,667
-1.232523315,3.055468691,668
0.552299938,-1.246746412,669
0.625630934,-0.912574549,670
-0.696771818,2.423001118,671
0.582026567,-0.291737754,672
0.260442263,-1.663903839,673
-0.538841856,1.897841899,674
-1.008554684,1.952420763,675
-1.962625692,3.998125481,676
0.349650047,-0.626103104,677
-1.564802771,2.979362554,678
0.095344199,1.001019098,679
-0.263448216,0.443178472,680
0.679142775,-2.477831679,681
-0.302045499,0.210561143,682
-0.329447786,0.83759029,683
0.731870704,-0.234526624,684
0.335058029,-0.067021373,685
0.316155957,-1.482847193,686
0.46926759,1.546654737,687
-1.535572123,3.335919557,688
0.75678868,-0.238186622,689
0.612468794,-1.376652022,690
-1.016683129,2.566725502,691
-0.244080474,1.327629452,692
-0.039307288,1.296809287,693
-0.134496784,1.326361874,694
0.333859967,0.204477067,695
1.431366782,-3.177820295,696
1.081766728,-2.735279497,697
-1.312219193,2.957045897,698
0.62206999,-0.311011908,699
1.32893332,-2.88058734,700
0.386808521,0.291554924,701
1.090980425,-0.729344105,702
2.012270446,-4.94086181,703
1.023709546,-2.884339796,704
0.249308596,-0.63899225,705
1.045088474,-1.78256428,706
0.144887833,-0.81434268,707
0.023903043,1.304396592,708
-0.351414236,1.126895333,709
1.563413359,-3.087379669,710
-0.818428666,0.200947808,711
1.532367725,-4.380551266,712
0.499864124,-0.718718997,713
-1.399306175,0.666016723,714
0.367649293,0.277338824,715
-2.100026508,4.041899171,716
0.625508017,1.992076936,717
0.885231483,0.537453285,718
-0.592355956,1.003262842,719
0.123547696,-0.353432394,720
1.954157434,-2.912733353,721
-0.505746704,2.714666018,722
-1.058907587,0.479786117,723
1.481663402,-4.74970227,724
1.962587191,-4.547209187,725
0.003695672,0.575346239,726
1.011463035,-1.52605248,727
1.341475916,-1.613180376,728
-0.742484233,0.285270937,729
-0.485305835,-1.345532192,730
1.230874513,-1.603734831,731
1.685014279,-4.19822483,732
0.56288086,-3.144249585,733
-0.879814354,1.904692453,734
1.987061112,-3.180946535,735
-0.530970898,0.939884664,736
-0.335137781,0.212427176,737
0.342337834,-0.844037901,738
1.554160421,-3.478903604,739
0.853975977,-3.055999065,740
0.4148655,-1.544411678,741
0.46328853,-0.405297155,742
0.043514669,0.234649204,743
0.558139515,-0.948219223,744
-2.529560078,4.063971674,745
-0.296607459,0.411711756,746
0.241321935,-2.659708916,747
-1.151014084,2.480504831,748
0.386323318,0.656211072,749
-0.204471221,-1.06518969,750
1.755475698,-4.09687907,751
1.573019725,-2.816932672,752
-0.465805569,2.184453773,753
-0.150837712,-0.146549193,754
-0.073947566,-0.544355198,755
-0.451659476,-1.06560419,756
0.195024984,-0.286611839,757
-0.758282069,3.558640178,758
-1.130615335,2.538589132,759
0.622711224,-1.267701427,760
0.629529584,-0.936976858,761
-0.80431576,1.597539515,762
0.895355431,-2.603725234,763
-0.631577729,2.086435374,764
0.253165238,-0.280568953,765
0.820344013,-1.623074773,766
-0.033612565,-0.908140898,767
0.454740912,0.394026108,768
-0.516429644,1.697562033,769
-0.196466583,-0.159987671,770
-0.205859431,1.413543715,771
-0.746578347,0.995585855,772
-0.176774163,-0.428455166,773
-1.548618299,2.33753348,774
-0.491153747,-0.788761059,775
-0.284875493,1.041293367,776
-0.256179752,-1.318785373,777
-0.241497446,-0.74544894,778
-0.0617642,-1.952059609,779
0.479441518,-1.044952729,780
0.874517074,-1.899354609,781
-0.649765227,0.972834241,782
-1.203200855,1.363824016,783
-1.042044412,0.911855071,784
-0.487202921,1.438775706,785
-0.351921318,0.153290704,786
-0.769996066,1.856350454,787
-1.296116664,1.706984642,788
-0.456120827,1.093304398,789
0.18142662,0.940424797,790
0.595029466,-0.603893131,791
-0.557423053,0.702432288,792
-0.412997822,1.083194615,793
-0.926698309,1.612731443,794
-0.03143917,0.070758525,795
-0.848428634,1.371246216,796
0.573127813,-1.310590832,797
-1.785866492,3.783826337,798
-0.359629672,-0.274099355,799
0.301107339,-1.618093505,800
0.183834516,-1.756211586,801
2.693033664,-6.986338432,802
0.349800025,-1.916882741,803
-1.004054597,2.1675717,804
-0.095464247,-0.701859021,805
-1.776246333,4.066107131,806
-0.080599749,0.195913247,807
-0.833056057,-0.302392099,808
0.915390276,-1.175804967,809
-0.549540275,1.909879195,810
-0.116765916,-0.760330843,811
-0.635557841,1.691307226,812
1.738851352,-4.334200941,813
-0.321242766,0.740155909,814
1.832557043,-4.929612494,815
0.814151762,-3.421409977,816
0.482066727,-1.346950644,817
0.368733147,-0.861195241,818
0.393797298,-1.18527429,819
-1.927672579,2.6713146,820
-0.278883394,0.157867726,821
0.845157971,-1.42102119,822
-0.048897183,0.052901337,823
-1.405189847,2.992880724,824
-0.052404451,-0.565306299,825
1.704105516,-2.236493118,826
1.246891716,-3.669956768,827
-0.062004009,0.611568316,828
0.951449277,-0.721007461,829
-0.36650702,1.213922133,830
-1.703871587,3.205218947,831
-0.924465988,1.32063493,832
1.562888769,-2.089689886,833
-0.273993082,-0.874988762,834
-0.243383979,-0.483356302,835
-0.299838196,0.202118627,836
1.90413659,-2.570619422,837
1.625958915,-2.872150195,838
2.218780233,-5.405606225,839
-0.15904521,0.007782715,840
0.295624489,-1.205572122,841
-1.516642549,2.323496107,842
1.476934426,-1.974979294,843
-1.167779551,0.963815973,844
0.216775564,1.175229728,845
-1.097302528,3.022834745,846
-0.588866827,2.268595324,847
-0.837262431,1.21158535,848
-0.607875261,1.065809802,849
-0.539122703,-0.354906408,850
-0.548268795,0.571875183,851
0.833333912,-1.173012976,852
-1.104862793,3.505788648,853
0.220541427,-1.548239671,854
1.217959152,-2.801424242,855
-0.513196365,0.875093509,856
-0.717918891,0.040048579,857
-0.230524625,1.052398492,858
1.179725208,-3.083440748,859
0.194107631,-0.583605613,860
-0.531214295,0.610479217,861
0.483876651,-1.757091808,862
-1.10229215,2.197539314,863
0.68135951,-1.578328599,864
0.408607308,-1.189072498,865
-0.307808471,-0.112844679,866
-0.838585798,1.996696268,867
-0.886680922,3.426979113,868
0.534817336,-0.92974744,869
1.228980502,-1.46184279,870
-0.637307747,-0.115606431,871
0.458386704,-0.759011968,872
-2.087027019,3.076685718,873
-0.584617731,-0.307689466,874
-0.031058933,-0.677253542,875
-0.909683417,3.011266168,876
-0.936506375,2.823028578,877
-0.667779556,1.578563835,878
0.292192728,-2.117086017,879
-0.187329018,0.178377385,880
-2.238231233,4.778162476,881
-2.120700153,4.416936535,882
-0.606865178,-0.630063228,883
0.457686586,-1.80569102,884
-2.747504843,5.430931921,885
-0.499730176,1.535751262,886
-0.526247857,-1.143632108,887
1.388337778,-2.938799532,888
-0.385021812,0.913092393,889
0.382988985,0.083634019,890
0.14125714,0.410343304,891
-2.13056648,4.843704278,892
0.768207217,-2.33635494,893
0.215396505,-2.338795148,894
0.50826864,-1.409590036,895
3.926237706,-6.850843588,896
-2.084112939,5.561680407,897
1.72469665,-2.738844197,898
-0.287447519,1.004235862,899
0.287328904,-0.19501816,900
-0.045512245,-0.465094256,901
-0.424236333,0.718412373,902
-0.569832928,2.808735382,903
0.329508736,-1.601575477,904
-1.517173697,4.649126184,905
0.750579168,-1.82318649,906
-0.416194405,2.157820919,907
-1.130069339,0.853323669,908
-0.450012858,1.485929917,909
1.257149217,-3.25106857,910
-0.535335087,-0.344597018,911
0.358453618,-0.498373194,912
-0.730956276,2.47138434,913
0.75792185,-2.360785138,914
0.685507739,-2.870031438,915
1.848608833,-3.789062431,916
-0.175563945,0.263692562,917
0.668654805,-0.788989982,918
0.09806754,0.753459492,919
1.295871782,-2.651158745,920
-0.718832388,3.29316809,921
0.745005313,-1.265775881,922
-0.194697296,0.042968086,923
-0.064188177,-1.483191005,924
0.091752484,-0.446164489,925
0.252240396,-0.840867738,926
-0.116229043,1.192762883,927
0.214713183,0.033057258,928
1.578118058,-4.335605237,929
0.985449686,-1.798644985,930
0.869154592,-1.066778013,931
-0.455539526,2.439110411,932
-0.889240828,2.665985624,933
